KOs	KO_count	KO_frequency
K00604	416	0.9952153110
K00605	1	0.0023923445
K00606	340	0.8133971292
K00607	62	0.1483253589
K00608	0	0.0000000000
K00609	416	0.9952153110
K00610	0	0.0000000000
K00611	311	0.7440191388
K00612	30	0.0717703349
K00613	0	0.0000000000
K00614	1	0.0023923445
K00615	333	0.7966507177
K00616	0	0.0000000000
K00617	2	0.0047846890
K00618	0	0.0000000000
K00619	162	0.3875598086
K00620	179	0.4282296651
K00621	0	0.0000000000
K00622	0	0.0000000000
K00623	0	0.0000000000
K00624	2	0.0047846890
K00625	1	0.0023923445
K00626	93	0.2224880383
K00627	38	0.0909090909
K00628	0	0.0000000000
K00629	0	0.0000000000
K00630	0	0.0000000000
K00631	0	0.0000000000
K00632	2	0.0047846890
K00633	8	0.0191387560
K00634	11	0.0263157895
K00635	0	0.0000000000
K00637	0	0.0000000000
K00638	7	0.0167464115
K00639	2	0.0047846890
K00640	361	0.8636363636
K00641	169	0.4043062201
K00643	0	0.0000000000
K00645	416	0.9952153110
K00646	0	0.0000000000
K00647	95	0.2272727273
K00648	416	0.9952153110
K00649	0	0.0000000000
K00650	0	0.0000000000
K00651	106	0.2535885167
K00652	318	0.7607655502
K00653	0	0.0000000000
K00654	0	0.0000000000
K00655	349	0.8349282297
K00656	2	0.0047846890
K00657	217	0.5191387560
K00658	0	0.0000000000
K00659	0	0.0000000000
K00660	0	0.0000000000
K00661	128	0.3062200957
K00662	148	0.3540669856
K00663	0	0.0000000000
K00664	0	0.0000000000
K00665	0	0.0000000000
K00666	121	0.2894736842
K00667	0	0.0000000000
K00668	0	0.0000000000
K00669	0	0.0000000000
K00670	0	0.0000000000
K00671	0	0.0000000000
K00672	0	0.0000000000
K00673	0	0.0000000000
K00674	372	0.8899521531
K00675	7	0.0167464115
K00677	416	0.9952153110
K00678	0	0.0000000000
K00679	0	0.0000000000
K00680	0	0.0000000000
K00681	97	0.2320574163
K00682	3	0.0071770335
K00683	0	0.0000000000
K00684	225	0.5382775120
K00685	0	0.0000000000
K00686	0	0.0000000000
K00687	0	0.0000000000
K00688	0	0.0000000000
K00689	0	0.0000000000
K00690	0	0.0000000000
K00691	0	0.0000000000
K00692	0	0.0000000000
K00693	0	0.0000000000
K00694	1	0.0023923445
K00695	0	0.0000000000
K00696	1	0.0023923445
K00697	0	0.0000000000
K00698	0	0.0000000000
K00699	0	0.0000000000
K00700	12	0.0287081340
K00701	0	0.0000000000
K00702	0	0.0000000000
K00703	13	0.0311004785
K00704	0	0.0000000000
K00705	0	0.0000000000
K00706	0	0.0000000000
K00709	0	0.0000000000
K00710	0	0.0000000000
K00712	53	0.1267942584
K00713	3	0.0071770335
K00714	0	0.0000000000
K00715	0	0.0000000000
K00716	0	0.0000000000
K00717	0	0.0000000000
K00718	53	0.1267942584
K00719	0	0.0000000000
K00720	1	0.0023923445
K00721	24	0.0574162679
K00722	1	0.0023923445
K00725	2	0.0047846890
K00726	30	0.0717703349
K00727	0	0.0000000000
K00728	3	0.0071770335
K00729	7	0.0167464115
K00730	0	0.0000000000
K00731	0	0.0000000000
K00733	0	0.0000000000
K00734	0	0.0000000000
K00735	0	0.0000000000
K00736	0	0.0000000000
K00737	1	0.0023923445
K00738	0	0.0000000000
K00739	0	0.0000000000
K00741	0	0.0000000000
K00742	0	0.0000000000
K00743	0	0.0000000000
K00744	0	0.0000000000
K00746	0	0.0000000000
K00747	0	0.0000000000
K00748	416	0.9952153110
K00749	0	0.0000000000
K00750	1	0.0023923445
K00752	2	0.0047846890
K00753	0	0.0000000000
K00754	296	0.7081339713
K00756	0	0.0000000000
K00757	0	0.0000000000
K00758	0	0.0000000000
K00759	413	0.9880382775
K00760	4	0.0095693780
K00761	184	0.4401913876
K00762	416	0.9952153110
K00763	228	0.5454545455
K00764	374	0.8947368421
K00765	340	0.8133971292
K00766	82	0.1961722488
K00767	173	0.4138755981
K00768	5	0.0119617225
K00769	359	0.8588516746
K00770	0	0.0000000000
K00771	0	0.0000000000
K00772	0	0.0000000000
K00773	416	0.9952153110
K00774	0	0.0000000000
K00775	0	0.0000000000
K00776	0	0.0000000000
K00777	0	0.0000000000
K00778	0	0.0000000000
K00779	0	0.0000000000
K00780	0	0.0000000000
K00781	0	0.0000000000
K00782	289	0.6913875598
K00783	402	0.9617224880
K00784	30	0.0717703349
K00785	3	0.0071770335
K00786	3	0.0071770335
K00787	0	0.0000000000
K00788	399	0.9545454545
K00789	416	0.9952153110
K00790	416	0.9952153110
K00791	416	0.9952153110
K00793	416	0.9952153110
K00794	406	0.9712918660
K00795	413	0.9880382775
K00796	416	0.9952153110
K00797	119	0.2846889952
K00798	0	0.0000000000
K00799	1	0.0023923445
K00800	405	0.9688995215
K00801	0	0.0000000000
K00802	0	0.0000000000
K00803	0	0.0000000000
K00804	0	0.0000000000
K00805	0	0.0000000000
K00806	416	0.9952153110
K00807	0	0.0000000000
K00808	0	0.0000000000
K00809	0	0.0000000000
K00810	0	0.0000000000
K00811	0	0.0000000000
K00812	415	0.9928229665
K00813	0	0.0000000000
K00814	0	0.0000000000
K00815	0	0.0000000000
K00816	0	0.0000000000
K00817	347	0.8301435407
K00818	0	0.0000000000
K00819	0	0.0000000000
K00820	416	0.9952153110
K00821	232	0.5550239234
K00822	0	0.0000000000
K00823	24	0.0574162679
K00824	185	0.4425837321
K00825	0	0.0000000000
K00826	401	0.9593301435
K00827	0	0.0000000000
K00830	2	0.0047846890
K00831	239	0.5717703349
K00832	0	0.0000000000
K00833	329	0.7870813397
K00835	0	0.0000000000
K00836	21	0.0502392344
K00837	0	0.0000000000
K00838	0	0.0000000000
K00839	0	0.0000000000
K00840	0	0.0000000000
K00841	0	0.0000000000
K00843	0	0.0000000000
K00844	0	0.0000000000
K00845	74	0.1770334928
K00846	0	0.0000000000
K00847	1	0.0023923445
K00848	3	0.0071770335
K00849	8	0.0191387560
K00850	16	0.0382775120
K00851	1	0.0023923445
K00852	1	0.0023923445
K00853	1	0.0023923445
K00854	0	0.0000000000
K00855	16	0.0382775120
K00856	0	0.0000000000
K00857	23	0.0550239234
K00858	415	0.9928229665
K00859	416	0.9952153110
K00860	41	0.0980861244
K00861	0	0.0000000000
K00862	0	0.0000000000
K00863	0	0.0000000000
K00864	14	0.0334928230
K00865	108	0.2583732057
K00866	0	0.0000000000
K00867	0	0.0000000000
K00868	55	0.1315789474
K00869	0	0.0000000000
K00871	0	0.0000000000
K00872	413	0.9880382775
K00873	282	0.6746411483
K00874	0	0.0000000000
K00875	0	0.0000000000
K00876	0	0.0000000000
K00877	2	0.0047846890
K00878	111	0.2655502392
K00879	0	0.0000000000
K00880	0	0.0000000000
K00881	1	0.0023923445
K00882	5	0.0119617225
K00883	0	0.0000000000
K00884	0	0.0000000000
K00885	0	0.0000000000
K00886	0	0.0000000000
K00887	392	0.9377990431
K00888	0	0.0000000000
K00889	0	0.0000000000
K00891	406	0.9712918660
K00892	0	0.0000000000
K00893	0	0.0000000000
K00894	1	0.0023923445
K00895	0	0.0000000000
K00897	0	0.0000000000
K00898	0	0.0000000000
K00899	4	0.0095693780
K00900	0	0.0000000000
