KOs	KO_count	KO_frequency
K00682	2379	0.2787999531
K00683	9	0.0010547287
K00684	516	0.0604711122
K00685	0	0.0000000000
K00686	719	0.0842611039
K00687	1157	0.1355912340
K00688	4340	0.5086136177
K00689	1573	0.1843431384
K00690	1195	0.1400445330
K00691	1219	0.1428571429
K00692	391	0.0458221024
K00693	1	0.0001171921
K00694	1325	0.1552795031
K00695	47	0.0055080277
K00696	144	0.0168756592
K00697	2753	0.3226297902
K00698	0	0.0000000000
K00699	5	0.0005859604
K00700	6397	0.7496777218
K00701	1090	0.1277393648
K00702	635	0.0744169694
K00703	3704	0.4340794562
K00704	0	0.0000000000
K00705	4491	0.5263096215
K00706	2	0.0002343842
K00709	0	0.0000000000
K00710	1059	0.1241064104
K00712	2527	0.2961443806
K00713	58	0.0067971405
K00714	0	0.0000000000
K00715	0	0.0000000000
K00716	0	0.0000000000
K00717	33	0.0038673386
K00718	122	0.0142974335
K00719	0	0.0000000000
K00720	129	0.0151177780
K00721	4227	0.4953709129
K00722	5	0.0005859604
K00725	20	0.0023438416
K00726	36	0.0042189148
K00727	172	0.0201570374
K00728	3911	0.4583382163
K00729	467	0.0547287003
K00730	0	0.0000000000
K00731	0	0.0000000000
K00733	13	0.0015234970
K00734	0	0.0000000000
K00735	0	0.0000000000
K00736	0	0.0000000000
K00737	77	0.0090237900
K00738	0	0.0000000000
K00739	0	0.0000000000
K00741	0	0.0000000000
K00742	3	0.0003515762
K00743	0	0.0000000000
K00744	0	0.0000000000
K00746	5	0.0005859604
K00747	0	0.0000000000
K00748	332	0.0389077698
K00749	0	0.0000000000
K00750	32	0.0037501465
K00752	532	0.0623461854
K00753	0	0.0000000000
K00754	5700	0.6679948435
K00756	4098	0.4802531349
K00757	10	0.0011719208
K00758	2740	0.3211062932
K00759	8018	0.9396460799
K00760	93	0.0108988632
K00761	8425	0.9873432556
K00762	8250	0.9668346420
K00763	8306	0.9733973983
K00764	8100	0.9492558303
K00765	6319	0.7405367397
K00766	6393	0.7492089535
K00767	5047	0.5914684167
K00768	3782	0.4432204383
K00769	62	0.0072659088
K00770	21	0.0024610336
K00771	47	0.0055080277
K00772	1804	0.2114145084
K00773	6424	0.7528419079
K00774	0	0.0000000000
K00775	0	0.0000000000
K00776	9	0.0010547287
K00777	1	0.0001171921
K00778	0	0.0000000000
K00779	0	0.0000000000
K00780	0	0.0000000000
K00781	1	0.0001171921
K00782	2935	0.3439587484
K00783	5423	0.6355326380
K00784	7205	0.8443689207
K00785	109	0.0127739365
K00786	2	0.0002343842
K00787	0	0.0000000000
K00788	6537	0.7660846127
K00789	8515	0.9978905426
K00790	8398	0.9841790695
K00791	8404	0.9848822220
K00793	5822	0.6822922770
K00794	5887	0.6899097621
K00795	3987	0.4672448143
K00796	7063	0.8277276456
K00797	5046	0.5913512247
K00798	3887	0.4555256065
K00799	185	0.0216805344
K00800	4786	0.5608812844
K00801	467	0.0547287003
K00802	0	0.0000000000
K00803	1781	0.2087190906
K00804	1	0.0001171921
K00805	1501	0.1759053088
K00806	5560	0.6515879527
K00807	34	0.0039845306
K00808	161	0.0188679245
K00809	35	0.0041017227
K00810	0	0.0000000000
K00811	0	0.0000000000
