KOs	KO_count	KO_frequency
K00370	11	0.0916666667
K00371	11	0.0916666667
K00372	0	0.0000000000
K00373	11	0.0916666667
K00374	88	0.7333333333
K00375	38	0.3166666667
K00376	0	0.0000000000
K00378	19	0.1583333333
K00380	1	0.0083333333
K00381	0	0.0000000000
K00382	105	0.8750000000
K00383	33	0.2750000000
K00384	111	0.9250000000
K00385	80	0.6666666667
K00386	24	0.2000000000
K00387	1	0.0083333333
K00389	26	0.2166666667
K00390	61	0.5083333333
K00392	13	0.1083333333
K00394	102	0.8500000000
K00395	102	0.8500000000
K00399	0	0.0000000000
K00400	0	0.0000000000
K00401	0	0.0000000000
K00402	0	0.0000000000
K00404	6	0.0500000000
K00405	5	0.0416666667
K00406	52	0.4333333333
K00407	0	0.0000000000
K00408	0	0.0000000000
K00410	0	0.0000000000
K00411	0	0.0000000000
K00412	16	0.1333333333
K00413	0	0.0000000000
K00414	3	0.0250000000
K00415	0	0.0000000000
K00416	0	0.0000000000
K00417	0	0.0000000000
K00418	0	0.0000000000
K00419	0	0.0000000000
K00420	0	0.0000000000
K00421	0	0.0000000000
K00422	0	0.0000000000
K00423	2	0.0166666667
K00424	0	0.0000000000
K00425	116	0.9666666667
K00426	114	0.9500000000
K00427	11	0.0916666667
K00428	37	0.3083333333
K00430	0	0.0000000000
K00431	0	0.0000000000
K00432	1	0.0083333333
K00433	35	0.2916666667
K00434	0	0.0000000000
K00435	0	0.0000000000
K00436	14	0.1166666667
K00437	100	0.8333333333
K00440	0	0.0000000000
K00441	28	0.2333333333
K00442	16	0.1333333333
K00443	3	0.0250000000
K00444	0	0.0000000000
K00445	0	0.0000000000
K00446	1	0.0083333333
K00448	0	0.0000000000
K00449	0	0.0000000000
K00450	1	0.0083333333
K00451	0	0.0000000000
K00452	0	0.0000000000
K00453	0	0.0000000000
K00454	0	0.0000000000
K00455	0	0.0000000000
K00456	0	0.0000000000
K00457	0	0.0000000000
K00458	0	0.0000000000
K00459	106	0.8833333333
K00460	0	0.0000000000
K00461	0	0.0000000000
K00462	0	0.0000000000
K00463	0	0.0000000000
K00464	6	0.0500000000
K00465	0	0.0000000000
K00466	0	0.0000000000
K00467	0	0.0000000000
K00468	0	0.0000000000
K00469	0	0.0000000000
K00471	0	0.0000000000
K00472	0	0.0000000000
K00473	0	0.0000000000
K00474	0	0.0000000000
K00475	0	0.0000000000
K00476	0	0.0000000000
K00477	0	0.0000000000
K00478	0	0.0000000000
K00479	0	0.0000000000
K00480	0	0.0000000000
K00481	0	0.0000000000
K00483	0	0.0000000000
K00484	0	0.0000000000
K00485	1	0.0083333333
K00486	0	0.0000000000
K00487	0	0.0000000000
K00488	0	0.0000000000
K00489	0	0.0000000000
K00490	0	0.0000000000
K00491	0	0.0000000000
K00492	0	0.0000000000
K00493	0	0.0000000000
K00494	0	0.0000000000
K00495	0	0.0000000000
K00496	2	0.0166666667
K00497	0	0.0000000000
K00498	0	0.0000000000
K00499	0	0.0000000000
K00500	0	0.0000000000
K00501	0	0.0000000000
K00502	0	0.0000000000
K00503	0	0.0000000000
K00504	0	0.0000000000
K00505	0	0.0000000000
K00506	0	0.0000000000
