KOs	KO_count	KO_frequency
K00367	394	0.0452353617
K00368	1710	0.1963260620
K00370	2780	0.3191733639
K00371	2770	0.3180252583
K00372	5011	0.5753157290
K00373	1716	0.1970149254
K00374	2795	0.3208955224
K00375	6997	0.8033295063
K00376	1278	0.1467278990
K00378	185	0.0212399541
K00380	5765	0.6618828932
K00381	7706	0.8847301952
K00382	8694	0.9981630310
K00383	7461	0.8566016073
K00384	3396	0.3898966705
K00385	246	0.0282433984
K00386	1169	0.1342135476
K00387	866	0.0994259472
K00389	1657	0.1902411022
K00390	6490	0.7451205511
K00392	74	0.0084959816
K00394	812	0.0932261768
K00395	1128	0.1295063146
K00399	0	0.0000000000
K00400	3	0.0003444317
K00401	0	0.0000000000
K00402	0	0.0000000000
K00404	4855	0.5574052813
K00405	4903	0.5629161883
K00406	6036	0.6929965557
K00407	4619	0.5303099885
K00408	0	0.0000000000
K00410	2322	0.2665901263
K00411	6706	0.7699196326
K00412	4401	0.5052812859
K00413	6422	0.7373134328
K00414	0	0.0000000000
K00415	2	0.0002296211
K00416	5	0.0005740528
K00417	0	0.0000000000
K00418	0	0.0000000000
K00419	0	0.0000000000
K00420	0	0.0000000000
K00421	32	0.0036739380
K00422	211	0.0242250287
K00423	674	0.0773823192
K00424	4553	0.5227324914
K00425	7737	0.8882893226
K00426	7723	0.8866819747
K00427	1646	0.1889781860
K00428	5804	0.6663605052
K00430	1	0.0001148106
K00431	1	0.0001148106
K00432	6408	0.7357060850
K00433	6168	0.7081515499
K00434	0	0.0000000000
K00435	17	0.0019517796
K00436	150	0.0172215844
K00437	13	0.0014925373
K00440	0	0.0000000000
K00441	378	0.0433983927
K00442	0	0.0000000000
K00443	1	0.0001148106
K00444	1	0.0001148106
K00445	0	0.0000000000
K00446	1742	0.2000000000
K00448	3547	0.4072330654
K00449	4197	0.4818599311
K00450	1996	0.2291618829
K00451	4669	0.5360505166
K00452	1181	0.1355912744
K00453	3004	0.3448909300
K00454	0	0.0000000000
K00455	1780	0.2043628014
K00456	108	0.0123995408
K00457	5206	0.5977037887
K00458	0	0.0000000000
K00459	5998	0.6886337543
K00460	0	0.0000000000
K00461	34	0.0039035591
K00462	66	0.0075774971
K00463	27	0.0030998852
K00464	879	0.1009184845
K00465	32	0.0036739380
K00466	444	0.0509758898
K00467	164	0.0188289323
K00468	1021	0.1172215844
K00469	20	0.0022962113
K00471	1690	0.1940298507
K00472	1388	0.1593570608
K00473	0	0.0000000000
K00474	42	0.0048220436
K00475	0	0.0000000000
K00476	176	0.0202066590
K00477	3896	0.4473019518
K00478	0	0.0000000000
K00479	2086	0.2394948335
K00480	645	0.0740528129
K00481	3718	0.4268656716
K00483	432	0.0495981630
K00484	1422	0.1632606200
K00485	999	0.1146957520
K00486	551	0.0632606200
K00487	0	0.0000000000
K00488	0	0.0000000000
K00489	0	0.0000000000
K00490	0	0.0000000000
K00491	13	0.0014925373
K00492	2	0.0002296211
K00493	0	0.0000000000
K00494	95	0.0109070034
K00495	0	0.0000000000
K00496	1688	0.1938002296
K00497	0	0.0000000000
K00498	0	0.0000000000
K00499	2628	0.3017221584
K00500	3902	0.4479908152
K00501	1	0.0001148106
K00502	0	0.0000000000
K00503	1	0.0001148106
K00504	0	0.0000000000
K00505	737	0.0846153846
K00506	0	0.0000000000
K00507	1762	0.2022962113
K00508	397	0.0455797933
K00509	14	0.0016073479
K00510	1	0.0001148106
K00511	12	0.0013777268
K00512	0	0.0000000000
K00513	0	0.0000000000
K00514	109	0.0125143513
K00515	20	0.0022962113
K00516	7	0.0008036739
K00517	0	0.0000000000
K00518	82	0.0094144661
K00520	2535	0.2910447761
K00521	368	0.0422502870
K00522	10	0.0011481056
K00523	4213	0.4836969001
K00524	7	0.0008036739
K00525	5512	0.6328358209
K00526	7609	0.8735935706
K00527	74	0.0084959816
K00528	7173	0.8235361653
K00529	3637	0.4175660161
K00530	0	0.0000000000
K00531	70	0.0080367394
K00532	3	0.0003444317
K00533	57	0.0065442021
K00534	57	0.0065442021
K00537	8451	0.9702640643
K00540	71	0.0081515499
K00541	5	0.0005740528
K00542	25	0.0028702641
K00543	7	0.0008036739
K00544	50	0.0057405281
K00545	725	0.0832376579
K00546	27	0.0030998852
K00547	2988	0.3430539610
K00548	7721	0.8864523536
K00549	7019	0.8058553387
K00550	23	0.0026406429
K00551	2	0.0002296211
K00552	0	0.0000000000
K00553	5	0.0005740528
K00554	8691	0.9978185993
K00555	0	0.0000000000
K00556	2076	0.2383467279
K00557	4206	0.4828932262
K00558	5139	0.5900114811
K00559	47	0.0053960964
K00560	8031	0.9220436280
K00561	259	0.0297359357
K00562	1	0.0001148106
K00563	3858	0.4429391504
K00564	5919	0.6795637199
K00565	0	0.0000000000
K00566	8688	0.9974741676
K00567	7513	0.8625717566
K00568	8475	0.9730195178
K00569	2804	0.3219288175
K00570	3364	0.3862227325
K00571	2650	0.3042479908
K00572	0	0.0000000000
K00573	7866	0.9030998852
K00574	7560	0.8679678530
K00575	6754	0.7754305396
K00577	3	0.0003444317
K00578	0	0.0000000000
K00579	0	0.0000000000
K00580	0	0.0000000000
K00581	0	0.0000000000
K00582	1	0.0001148106
K00583	0	0.0000000000
K00584	4	0.0004592423
K00586	0	0.0000000000
K00587	2554	0.2932261768
K00588	2490	0.2858783008
K00589	0	0.0000000000
K00590	480	0.0551090700
K00591	300	0.0344431688
K00592	0	0.0000000000
K00594	38	0.0043628014
K00595	3567	0.4095292767
K00596	654	0.0750861079
K00597	0	0.0000000000
K00598	5239	0.6014925373
K00599	0	0.0000000000
K00600	8684	0.9970149254
K00601	0	0.0000000000
K00602	8650	0.9931113662
K00603	14	0.0016073479
K00604	8681	0.9966704937
K00605	7837	0.8997703789
K00606	7980	0.9161882893
K00607	19	0.0021814007
K00608	0	0.0000000000
K00609	8393	0.9636050517
K00610	2029	0.2329506315
K00611	8162	0.9370838117
K00612	2380	0.2732491389
K00613	309	0.0354764638
K00614	1	0.0001148106
K00615	8363	0.9601607348
K00616	6249	0.7174512055
K00617	963	0.1105625718
K00618	0	0.0000000000
K00619	4610	0.5292766935
K00620	5781	0.6637198622
K00621	170	0.0195177956
K00622	3	0.0003444317
K00623	0	0.0000000000
K00624	68	0.0078071183
K00625	2195	0.2520091848
K00626	7293	0.8373134328
K00627	8662	0.9944890930
K00628	0	0.0000000000
K00629	762	0.0874856487
K00630	0	0.0000000000
K00631	4725	0.5424799082
