KOs	KO_count	KO_frequency
K00754	3919	0.7929987859
K00756	3910	0.7911776609
K00757	3	0.0006070417
K00758	2	0.0004046945
K00759	4620	0.9348441926
K00760	79	0.0159854310
K00761	4887	0.9888709025
K00762	4848	0.9809793606
K00763	4884	0.9882638608
K00764	4672	0.9453662485
K00765	3044	0.6159449616
K00766	3187	0.6448806151
K00767	2193	0.4437474707
K00768	1651	0.3340752732
K00769	4	0.0008093889
K00770	0	0.0000000000
K00771	26	0.0052610279
K00772	57	0.0115337920
K00773	4780	0.9672197491
K00774	0	0.0000000000
K00775	0	0.0000000000
K00776	1	0.0002023472
K00777	0	0.0000000000
K00778	0	0.0000000000
K00779	0	0.0000000000
K00780	0	0.0000000000
K00781	0	0.0000000000
K00782	1291	0.2612302711
K00783	4906	0.9927154998
K00784	4520	0.9146094699
K00785	109	0.0220558478
K00786	0	0.0000000000
K00787	0	0.0000000000
K00788	3580	0.7244030757
K00789	4936	0.9987859166
K00790	4936	0.9987859166
K00791	4928	0.9971671388
K00793	2863	0.5793201133
K00794	2892	0.5851881829
K00795	3958	0.8008903278
K00796	3687	0.7460542291
K00797	2251	0.4554836099
K00798	1971	0.3988263861
K00799	47	0.0095103197
K00800	1490	0.3014973695
K00801	389	0.0787130716
K00802	0	0.0000000000
K00803	168	0.0339943343
K00804	1	0.0002023472
K00805	1500	0.3035208418
K00806	4935	0.9985835694
K00807	0	0.0000000000
K00808	132	0.0267098341
K00809	3	0.0006070417
K00810	0	0.0000000000
K00811	0	0.0000000000
K00812	2131	0.4312019425
K00813	530	0.1072440308
K00814	0	0.0000000000
K00815	0	0.0000000000
K00816	0	0.0000000000
K00817	3342	0.6762444355
K00818	16	0.0032375556
K00819	1345	0.2721570214
K00820	4870	0.9854309996
K00821	2844	0.5754755160
K00822	1	0.0002023472
K00823	345	0.0698097936
K00824	2070	0.4188587616
K00825	2	0.0004046945
K00826	3880	0.7851072440
K00827	132	0.0267098341
K00830	549	0.1110886281
K00831	2724	0.5511938486
K00832	348	0.0704168353
K00833	400	0.0809388911
K00835	46	0.0093079725
K00836	483	0.0977337110
K00837	0	0.0000000000
K00838	0	0.0000000000
K00839	578	0.1169566977
K00840	1	0.0002023472
K00841	2917	0.5902468636
K00843	0	0.0000000000
K00844	101	0.0204370700
K00845	17	0.0034399029
K00846	0	0.0000000000
K00847	1734	0.3508700931
K00848	1348	0.2727640631
K00849	3505	0.7092270336
K00850	4638	0.9384864427
K00851	96	0.0194253339
K00852	3444	0.6968838527
K00853	1560	0.3156616754
K00854	846	0.1711857548
K00855	91	0.0184135977
K00856	3	0.0006070417
K00857	4147	0.8391339539
K00858	4936	0.9987859166
K00859	4907	0.9929178470
K00860	1140	0.2306758397
K00861	0	0.0000000000
K00862	56	0.0113314448
K00863	751	0.1519627681
K00864	4322	0.8745447187
K00865	4086	0.8267907730
K00866	8	0.0016187778
K00867	2346	0.4747065965
K00868	1728	0.3496560097
K00869	2303	0.4660056657
K00871	0	0.0000000000
K00872	3715	0.7517199514
K00873	4913	0.9941319304
K00874	2073	0.4194658033
K00875	19	0.0038445973
K00876	4653	0.9415216512
K00877	4	0.0008093889
K00878	3506	0.7094293808
K00879	31	0.0062727641
K00880	249	0.0503844597
K00881	65	0.0131525698
K00882	4197	0.8492513153
K00883	96	0.0194253339
K00884	42	0.0084985836
K00885	84	0.0169971671
K00886	1	0.0002023472
K00887	4094	0.8284095508
K00888	0	0.0000000000
K00889	0	0.0000000000
K00891	3665	0.7416025900
K00892	0	0.0000000000
K00893	0	0.0000000000
K00894	26	0.0052610279
K00895	47	0.0095103197
K00897	594	0.1201942533
K00898	0	0.0000000000
K00899	1040	0.2104411170
K00900	0	0.0000000000
K00901	1	0.0002023472
K00902	0	0.0000000000
K00903	3626	0.7337110482
K00904	0	0.0000000000
K00905	0	0.0000000000
K00906	0	0.0000000000
K00907	0	0.0000000000
K00908	0	0.0000000000
K00909	0	0.0000000000
K00910	0	0.0000000000
K00911	0	0.0000000000
K00912	111	0.0224605423
K00913	0	0.0000000000
K00914	0	0.0000000000
K00915	0	0.0000000000
K00916	0	0.0000000000
K00917	2089	0.4227033590
K00918	47	0.0095103197
K00919	3832	0.7753945771
K00920	0	0.0000000000
K00921	0	0.0000000000
K00922	0	0.0000000000
K00923	0	0.0000000000
K00924	4	0.0008093889
K00925	4755	0.9621610684
K00926	2418	0.4892755969
K00927	4937	0.9989882639
K00928	4713	0.9536624848
K00929	1573	0.3182921894
K00930	2949	0.5967219749
K00931	3785	0.7658842574
K00932	0	0.0000000000
K00933	0	0.0000000000
K00934	0	0.0000000000
K00936	762	0.1541885876
K00937	2399	0.4854309996
K00938	2299	0.4651962768
K00939	4795	0.9702549575
K00940	3047	0.6165520032
K00941	4310	0.8721165520
K00942	4936	0.9987859166
K00943	4507	0.9119789559
K00944	156	0.0315661675
K00945	3441	0.6962768110
K00946	466	0.0942938082
K00947	0	0.0000000000
K00948	4936	0.9987859166
K00949	4800	0.9712666936
K00950	2558	0.5176042088
K00951	148	0.0299473897
K00952	15	0.0030352084
K00953	9	0.0018211251
K00954	4921	0.9957507082
K00955	182	0.0368271955
K00956	175	0.0354107649
K00957	358	0.0724403076
K00958	1195	0.2418049373
K00960	0	0.0000000000
K00962	4387	0.8876972885
K00963	2438	0.4933225415
K00965	2244	0.4540671793
K00966	34	0.0068798057
K00967	6	0.0012140834
K00968	2	0.0004046945
K00969	4912	0.9939295832
K00970	325	0.0657628490
