KOs	KO_count	KO_frequency
K00550	1	0.0003022061
K00551	0	0.0000000000
K00552	0	0.0000000000
K00553	44	0.0132970686
K00554	3286	0.9930492596
K00555	0	0.0000000000
K00556	2583	0.7805983681
K00557	3	0.0009066183
K00558	1980	0.5983680870
K00559	76	0.0229676639
K00560	2414	0.7295255364
K00561	904	0.2731943185
K00562	35	0.0105772137
K00563	1428	0.4315503173
K00564	1879	0.5678452705
K00565	0	0.0000000000
K00566	3093	0.9347234814
K00567	2995	0.9051072832
K00568	2360	0.7132064068
K00569	18	0.0054397099
K00570	1449	0.4378966455
K00571	680	0.2055001511
K00572	0	0.0000000000
K00573	1034	0.3124811121
K00574	2106	0.6364460562
K00575	230	0.0695074040
K00577	12	0.0036264733
K00578	0	0.0000000000
K00579	0	0.0000000000
K00580	0	0.0000000000
K00581	0	0.0000000000
K00582	0	0.0000000000
K00583	0	0.0000000000
K00584	0	0.0000000000
K00586	0	0.0000000000
K00587	526	0.1589604110
K00588	2045	0.6180114838
K00589	1	0.0003022061
K00590	120	0.0362647325
K00591	6	0.0018132366
K00592	0	0.0000000000
K00594	1056	0.3191296464
K00595	1839	0.5557570263
K00596	270	0.0815956482
K00597	1	0.0003022061
K00598	2297	0.6941674222
K00599	0	0.0000000000
K00600	3168	0.9573889393
K00601	0	0.0000000000
K00602	3275	0.9897249924
K00603	6	0.0018132366
K00604	3270	0.9882139619
K00605	2829	0.8549410698
K00606	2673	0.8077969175
K00607	4	0.0012088244
K00608	0	0.0000000000
K00609	3264	0.9864007253
K00610	157	0.0474463584
K00611	3194	0.9652462980
K00612	887	0.2680568147
K00613	306	0.0924750680
K00614	0	0.0000000000
K00615	3242	0.9797521910
K00616	311	0.0939860985
K00617	144	0.0435176791
K00618	0	0.0000000000
K00619	2575	0.7781807193
K00620	3115	0.9413720157
K00621	20	0.0060441221
K00622	410	0.1239045029
K00623	0	0.0000000000
K00624	329	0.0994258084
K00625	23	0.0069507404
K00626	2658	0.8032638259
K00627	2989	0.9032940465
K00628	0	0.0000000000
K00629	0	0.0000000000
K00630	0	0.0000000000
K00631	773	0.2336053188
K00632	2567	0.7757630704
K00633	449	0.1356905409
K00634	31	0.0093683892
K00635	1659	0.5013599275
K00637	0	0.0000000000
K00638	78	0.0235720762
K00639	1001	0.3025083107
K00640	1996	0.6032033847
K00641	2407	0.7274100937
K00643	123	0.0371713509
K00645	2812	0.8498035660
K00646	50	0.0151103052
K00647	44	0.0132970686
K00648	1889	0.5708673315
K00649	0	0.0000000000
